zip,lat,lng,city,state_id,state_name,county_name,timezone
1001,42.06258,-72.6259,Agawam,MA,Massachusetts,Hampden,America/New_York
1002,42.37492,-72.4621,Amherst,MA,Massachusetts,Hampshire,America/New_York
1003,42.39192,-72.52479,Amherst,MA,Massachusetts,Hampshire,America/New_York
1005,42.42018,-72.10615,Barre,MA,Massachusetts,Worcester,America/New_York
1007,42.27875,-72.40036,Belchertown,MA,Massachusetts,Hampshire,America/New_York
1008,42.18428,-72.95203,Blandford,MA,Massachusetts,Hampden,America/New_York
1009,42.20972,-72.33971,Bondsville,MA,Massachusetts,Hampden,America/New_York
1010,42.12863,-72.20624,Brimfield,MA,Massachusetts,Hampden,America/New_York
1011,42.29653,-72.95969,Chester,MA,Massachusetts,Hampden,America/New_York
1012,42.38698,-72.84632,Chesterfield,MA,Massachusetts,Hampshire,America/New_York
1013,42.1595,-72.60824,Chicopee,MA,Massachusetts,Hampden,America/New_York
1020,42.17637,-72.56537,Chicopee,MA,Massachusetts,Hampden,America/New_York
1022,42.19731,-72.54267,Chicopee,MA,Massachusetts,Hampden,America/New_York
1026,42.4633,-72.92024,Cummington,MA,Massachusetts,Hampshire,America/New_York
1027,42.29508,-72.74309,Easthampton,MA,Massachusetts,Hampshire,America/New_York
1028,42.05968,-72.49908,East Longmeadow,MA,Massachusetts,Hampden,America/New_York
1029,42.19632,-73.04836,East Otis,MA,Massachusetts,Berkshire,America/New_York
1030,42.06886,-72.67999,Feeding Hills,MA,Massachusetts,Hampden,America/New_York
1031,42.32933,-72.19822,Gilbertville,MA,Massachusetts,Worcester,America/New_York
1032,42.45029,-72.81301,Goshen,MA,Massachusetts,Hampshire,America/New_York
1033,42.26081,-72.50363,Granby,MA,Massachusetts,Hampshire,America/New_York
1034,42.08485,-72.95765,Granville,MA,Massachusetts,Hampden,America/New_York
1035,42.35564,-72.56921,Hadley,MA,Massachusetts,Hampshire,America/New_York
1036,42.06369,-72.4159,Hampden,MA,Massachusetts,Hampden,America/New_York
1037,42.37011,-72.19772,Hardwick,MA,Massachusetts,Worcester,America/New_York
1038,42.3855,-72.60699,Hatfield,MA,Massachusetts,Hampshire,America/New_York
1039,42.40629,-72.69362,Haydenville,MA,Massachusetts,Hampshire,America/New_York
1040,42.21256,-72.64107,Holyoke,MA,Massachusetts,Hampden,America/New_York
1050,42.28784,-72.86986,Huntington,MA,Massachusetts,Hampshire,America/New_York
1053,42.35348,-72.71161,Leeds,MA,Massachusetts,Hampshire,America/New_York
1054,42.47363,-72.48746,Leverett,MA,Massachusetts,Franklin,America/New_York
1056,42.19212,-72.45804,Ludlow,MA,Massachusetts,Hampden,America/New_York
1057,42.09164,-72.32431,Monson,MA,Massachusetts,Hampden,America/New_York
1060,42.32228,-72.63129,Northampton,MA,Massachusetts,Hampshire,America/New_York
1062,42.3219,-72.69279,Florence,MA,Massachusetts,Hampshire,America/New_York
1063,42.3191,-72.63896,Northampton,MA,Massachusetts,Hampshire,America/New_York
1066,42.40763,-72.65481,North Hatfield,MA,Massachusetts,Hampshire,America/New_York
1068,42.35002,-72.04606,Oakham,MA,Massachusetts,Worcester,America/New_York
1069,42.18807,-72.30555,Palmer,MA,Massachusetts,Hampden,America/New_York
1070,42.51853,-72.92391,Plainfield,MA,Massachusetts,Hampshire,America/New_York
1071,42.16035,-72.86,Russell,MA,Massachusetts,Hampden,America/New_York
1072,42.45737,-72.41841,Shutesbury,MA,Massachusetts,Franklin,America/New_York
1073,42.23083,-72.73857,Southampton,MA,Massachusetts,Hampshire,America/New_York
1074,42.38661,-72.09427,South Barre,MA,Massachusetts,Worcester,America/New_York
1075,42.25674,-72.57923,South Hadley,MA,Massachusetts,Hampshire,America/New_York
1077,42.05437,-72.77851,Southwick,MA,Massachusetts,Hampden,America/New_York
1079,42.19437,-72.33014,Thorndike,MA,Massachusetts,Hampden,America/New_York
1080,42.18206,-72.36564,Three Rivers,MA,Massachusetts,Hampden,America/New_York
1081,42.06234,-72.23094,Wales,MA,Massachusetts,Hampden,America/New_York
1082,42.2948,-72.27776,Ware,MA,Massachusetts,Hampshire,America/New_York
1083,42.20382,-72.19496,Warren,MA,Massachusetts,Worcester,America/New_York
1084,42.39038,-72.88089,West Chesterfield,MA,Massachusetts,Hampshire,America/New_York
1085,42.15371,-72.76958,Westfield,MA,Massachusetts,Hampden,America/New_York
1086,42.1304,-72.79397,Westfield,MA,Massachusetts,Hampden,America/New_York
1088,42.3901,-72.6478,West Hatfield,MA,Massachusetts,Hampshire,America/New_York
1089,42.12534,-72.65027,West Springfield,MA,Massachusetts,Hampden,America/New_York
1092,42.19972,-72.23727,West Warren,MA,Massachusetts,Worcester,America/New_York
1093,42.43439,-72.65304,Whately,MA,Massachusetts,Franklin,America/New_York
1094,42.35945,-72.13847,Wheelwright,MA,Massachusetts,Worcester,America/New_York
1095,42.12763,-72.42994,Wilbraham,MA,Massachusetts,Hampden,America/New_York
1096,42.4042,-72.76817,Williamsburg,MA,Massachusetts,Hampshire,America/New_York
1097,42.17603,-72.8313,Woronoco,MA,Massachusetts,Hampden,America/New_York
1098,42.3946,-72.94242,Worthington,MA,Massachusetts,Hampshire,America/New_York
1103,42.104,-72.59204,Springfield,MA,Massachusetts,Hampden,America/New_York
1104,42.13403,-72.56681,Springfield,MA,Massachusetts,Hampden,America/New_York
1105,42.09916,-72.57898,Springfield,MA,Massachusetts,Hampden,America/New_York
1106,42.04791,-72.57176,Longmeadow,MA,Massachusetts,Hampden,America/New_York
1107,42.12129,-72.6055,Springfield,MA,Massachusetts,Hampden,America/New_York
1108,42.08055,-72.55983,Springfield,MA,Massachusetts,Hampden,America/New_York
1109,42.11837,-72.54875,Springfield,MA,Massachusetts,Hampden,America/New_York
1118,42.09476,-72.52534,Springfield,MA,Massachusetts,Hampden,America/New_York
1119,42.12455,-72.51122,Springfield,MA,Massachusetts,Hampden,America/New_York
1128,42.09488,-72.48814,Springfield,MA,Massachusetts,Hampden,America/New_York
1129,42.12099,-72.48774,Springfield,MA,Massachusetts,Hampden,America/New_York
1151,42.15294,-72.50877,Indian Orchard,MA,Massachusetts,Hampden,America/New_York
1199,42.12065,-72.6045,Springfield,MA,Massachusetts,Hampden,America/New_York
1201,42.44993,-73.27644,Pittsfield,MA,Massachusetts,Berkshire,America/New_York
1220,42.62372,-73.11718,Adams,MA,Massachusetts,Berkshire,America/New_York
1222,42.05898,-73.32078,Ashley Falls,MA,Massachusetts,Berkshire,America/New_York
1223,42.31176,-73.0994,Becket,MA,Massachusetts,Berkshire,America/New_York
1224,42.50662,-73.19746,Berkshire,MA,Massachusetts,Berkshire,America/New_York
1225,42.56267,-73.15484,Cheshire,MA,Massachusetts,Berkshire,America/New_York
1226,42.48168,-73.13992,Dalton,MA,Massachusetts,Berkshire,America/New_York
1229,42.27799,-73.33204,Glendale,MA,Massachusetts,Berkshire,America/New_York
1230,42.18476,-73.34368,Great Barrington,MA,Massachusetts,Berkshire,America/New_York
1235,42.42975,-73.07241,Hinsdale,MA,Massachusetts,Berkshire,America/New_York
1236,42.26658,-73.3767,Housatonic,MA,Massachusetts,Berkshire,America/New_York
1237,42.54971,-73.26265,Lanesborough,MA,Massachusetts,Berkshire,America/New_York
1238,42.29522,-73.22879,Lee,MA,Massachusetts,Berkshire,America/New_York
1240,42.37208,-73.27646,Lenox,MA,Massachusetts,Berkshire,America/New_York
1242,42.33328,-73.24921,Lenox Dale,MA,Massachusetts,Berkshire,America/New_York
1243,42.35146,-73.02322,Middlefield,MA,Massachusetts,Hampshire,America/New_York
1244,42.11608,-73.26271,Mill River,MA,Massachusetts,Berkshire,America/New_York
1245,42.18818,-73.21891,Monterey,MA,Massachusetts,Berkshire,America/New_York
1247,42.69546,-73.07996,North Adams,MA,Massachusetts,Berkshire,America/New_York
1253,42.21187,-73.11616,Otis,MA,Massachusetts,Berkshire,America/New_York
1254,42.37982,-73.36545,Richmond,MA,Massachusetts,Berkshire,America/New_York
1255,42.10834,-73.1229,Sandisfield,MA,Massachusetts,Berkshire,America/New_York
1256,42.59627,-73.01957,Savoy,MA,Massachusetts,Berkshire,America/New_York
1257,42.09701,-73.36886,Sheffield,MA,Massachusetts,Berkshire,America/New_York
1258,42.10257,-73.46175,South Egremont,MA,Massachusetts,Berkshire,America/New_York
1259,42.07553,-73.23564,Southfield,MA,Massachusetts,Berkshire,America/New_York
1260,42.29587,-73.34517,South Lee,MA,Massachusetts,Berkshire,America/New_York
1262,42.29354,-73.31771,Stockbridge,MA,Massachusetts,Berkshire,America/New_York
1264,42.23409,-73.19903,Tyringham,MA,Massachusetts,Berkshire,America/New_York
1266,42.30802,-73.38405,West Stockbridge,MA,Massachusetts,Berkshire,America/New_York
1267,42.67197,-73.23904,Williamstown,MA,Massachusetts,Berkshire,America/New_York
1270,42.51492,-73.04125,Windsor,MA,Massachusetts,Berkshire,America/New_York
1301,42.62406,-72.60401,Greenfield,MA,Massachusetts,Franklin,America/New_York
1330,42.51377,-72.81395,Ashfield,MA,Massachusetts,Franklin,America/New_York
1331,42.56728,-72.18293,Athol,MA,Massachusetts,Worcester,America/New_York
1337,42.69503,-72.57711,Bernardston,MA,Massachusetts,Franklin,America/New_York
1338,42.57358,-72.82134,Buckland,MA,Massachusetts,Franklin,America/New_York
1339,42.60801,-72.89006,Charlemont,MA,Massachusetts,Franklin,America/New_York
1340,42.68319,-72.71797,Colrain,MA,Massachusetts,Franklin,America/New_York
1341,42.50447,-72.70514,Conway,MA,Massachusetts,Franklin,America/New_York
1342,42.54451,-72.60591,Deerfield,MA,Massachusetts,Franklin,America/New_York
1343,42.65444,-72.9811,Drury,MA,Massachusetts,Berkshire,America/New_York
1344,42.60777,-72.42882,Erving,MA,Massachusetts,Franklin,America/New_York
1346,42.68892,-72.817,Heath,MA,Massachusetts,Franklin,America/New_York
1347,42.56137,-72.51694,Lake Pleasant,MA,Massachusetts,Franklin,America/New_York
1349,42.57271,-72.48329,Millers Falls,MA,Massachusetts,Franklin,America/New_York
1350,42.72265,-72.98244,Monroe Bridge,MA,Massachusetts,Franklin,America/New_York
1351,42.54282,-72.51905,Montague,MA,Massachusetts,Franklin,America/New_York
1354,42.63366,-72.51108,Gill,MA,Massachusetts,Franklin,America/New_York
1355,42.45289,-72.33044,New Salem,MA,Massachusetts,Franklin,America/New_York
1360,42.67575,-72.44594,Northfield,MA,Massachusetts,Franklin,America/New_York
1364,42.61292,-72.29241,Orange,MA,Massachusetts,Franklin,America/New_York
1366,42.48054,-72.18777,Petersham,MA,Massachusetts,Worcester,America/New_York
1367,42.6958,-72.91185,Rowe,MA,Massachusetts,Franklin,America/New_York
1368,42.68082,-72.18602,Royalston,MA,Massachusetts,Worcester,America/New_York
1370,42.59655,-72.72864,Shelburne Falls,MA,Massachusetts,Franklin,America/New_York
1373,42.47292,-72.61562,South Deerfield,MA,Massachusetts,Franklin,America/New_York
1375,42.46511,-72.55461,Sunderland,MA,Massachusetts,Franklin,America/New_York
1376,42.59533,-72.55579,Turners Falls,MA,Massachusetts,Franklin,America/New_York
1378,42.6748,-72.34581,Warwick,MA,Massachusetts,Franklin,America/New_York
1379,42.55285,-72.40252,Wendell,MA,Massachusetts,Franklin,America/New_York
1420,42.58578,-71.81662,Fitchburg,MA,Massachusetts,Worcester,America/New_York
1430,42.66019,-71.92369,Ashburnham,MA,Massachusetts,Worcester,America/New_York
1431,42.67652,-71.82323,Ashby,MA,Massachusetts,Middlesex,America/New_York
1432,42.56467,-71.57139,Ayer,MA,Massachusetts,Middlesex,America/New_York
1434,42.53854,-71.6115,Devens,MA,Massachusetts,Worcester,America/New_York
1436,42.60547,-72.08848,Baldwinville,MA,Massachusetts,Worcester,America/New_York
1438,42.5618,-72.0317,East Templeton,MA,Massachusetts,Worcester,America/New_York
1440,42.58738,-71.98648,Gardner,MA,Massachusetts,Worcester,America/New_York
1450,42.61368,-71.56142,Groton,MA,Massachusetts,Middlesex,America/New_York
1451,42.50124,-71.57378,Harvard,MA,Massachusetts,Worcester,America/New_York
1452,42.48379,-72.00514,Hubbardston,MA,Massachusetts,Worcester,America/New_York
1453,42.51863,-71.76138,Leominster,MA,Massachusetts,Worcester,America/New_York
1460,42.53501,-71.4891,Littleton,MA,Massachusetts,Middlesex,America/New_York
1462,42.58968,-71.7199,Lunenburg,MA,Massachusetts,Worcester,America/New_York
1463,42.67127,-71.60426,Pepperell,MA,Massachusetts,Middlesex,America/New_York
1464,42.57331,-71.64837,Shirley,MA,Massachusetts,Middlesex,America/New_York
1467,42.48772,-71.61729,Still River,MA,Massachusetts,Worcester,America/New_York
1468,42.55208,-72.06894,Templeton,MA,Massachusetts,Worcester,America/New_York
1469,42.66673,-71.69396,Townsend,MA,Massachusetts,Middlesex,America/New_York
1473,42.55122,-71.90266,Westminster,MA,Massachusetts,Worcester,America/New_York
1474,42.66784,-71.75221,West Townsend,MA,Massachusetts,Middlesex,America/New_York
1475,42.66667,-72.04899,Winchendon,MA,Massachusetts,Worcester,America/New_York
1501,42.1972,-71.84534,Auburn,MA,Massachusetts,Worcester,America/New_York
1503,42.38378,-71.63551,Berlin,MA,Massachusetts,Worcester,America/New_York
1504,42.0399,-71.53122,Blackstone,MA,Massachusetts,Worcester,America/New_York
1505,42.35633,-71.72123,Boylston,MA,Massachusetts,Worcester,America/New_York
1506,42.19365,-72.10441,Brookfield,MA,Massachusetts,Worcester,America/New_York
1507,42.13509,-71.96803,Charlton,MA,Massachusetts,Worcester,America/New_York
1510,42.4119,-71.68882,Clinton,MA,Massachusetts,Worcester,America/New_York
1515,42.20328,-72.0467,East Brookfield,MA,Massachusetts,Worcester,America/New_York
1516,42.05284,-71.75092,Douglas,MA,Massachusetts,Worcester,America/New_York
1518,42.12349,-72.11861,Fiskdale,MA,Massachusetts,Worcester,America/New_York
1519,42.2011,-71.68019,Grafton,MA,Massachusetts,Worcester,America/New_York
1520,42.33536,-71.85284,Holden,MA,Massachusetts,Worcester,America/New_York
1521,42.06012,-72.16592,Holland,MA,Massachusetts,Hampden,America/New_York
1522,42.38137,-71.86913,Jefferson,MA,Massachusetts,Worcester,America/New_York
1523,42.47971,-71.67844,Lancaster,MA,Massachusetts,Worcester,America/New_York
1524,42.24923,-71.91983,Leicester,MA,Massachusetts,Worcester,America/New_York
1525,42.10683,-71.63236,Linwood,MA,Massachusetts,Worcester,America/New_York
1527,42.19218,-71.77416,Millbury,MA,Massachusetts,Worcester,America/New_York
1529,42.03905,-71.57766,Millville,MA,Massachusetts,Worcester,America/New_York
1531,42.31929,-72.12795,New Braintree,MA,Massachusetts,Worcester,America/New_York
1532,42.32315,-71.64621,Northborough,MA,Massachusetts,Worcester,America/New_York
1534,42.14043,-71.643,Northbridge,MA,Massachusetts,Worcester,America/New_York
1535,42.2695,-72.07795,North Brookfield,MA,Massachusetts,Worcester,America/New_York
1536,42.23236,-71.69101,North Grafton,MA,Massachusetts,Worcester,America/New_York
1537,42.16157,-71.89148,North Oxford,MA,Massachusetts,Worcester,America/New_York
1540,42.11634,-71.85733,Oxford,MA,Massachusetts,Worcester,America/New_York
1541,42.45649,-71.88128,Princeton,MA,Massachusetts,Worcester,America/New_York
1542,42.20187,-71.91079,Rochdale,MA,Massachusetts,Worcester,America/New_York
1543,42.38482,-71.96727,Rutland,MA,Massachusetts,Worcester,America/New_York
1545,42.28423,-71.71554,Shrewsbury,MA,Massachusetts,Worcester,America/New_York
1550,42.06039,-72.03377,Southbridge,MA,Massachusetts,Worcester,America/New_York
1560,42.17496,-71.67756,South Grafton,MA,Massachusetts,Worcester,America/New_York
1561,42.44395,-71.6855,South Lancaster,MA,Massachusetts,Worcester,America/New_York
1562,42.24715,-71.99189,Spencer,MA,Massachusetts,Worcester,America/New_York
1564,42.44124,-71.77297,Sterling,MA,Massachusetts,Worcester,America/New_York
1566,42.1024,-72.08116,Sturbridge,MA,Massachusetts,Worcester,America/New_York
1568,42.17702,-71.60467,Upton,MA,Massachusetts,Worcester,America/New_York
1569,42.05873,-71.63708,Uxbridge,MA,Massachusetts,Worcester,America/New_York
1570,42.05206,-71.8485,Webster,MA,Massachusetts,Worcester,America/New_York
1571,42.05501,-71.93519,Dudley,MA,Massachusetts,Worcester,America/New_York
1581,42.26816,-71.61402,Westborough,MA,Massachusetts,Worcester,America/New_York
1583,42.37025,-71.78499,West Boylston,MA,Massachusetts,Worcester,America/New_York
1585,42.24152,-72.16193,West Brookfield,MA,Massachusetts,Worcester,America/New_York
1588,42.11992,-71.66955,Whitinsville,MA,Massachusetts,Worcester,America/New_York
1590,42.13395,-71.75087,Sutton,MA,Massachusetts,Worcester,America/New_York
1602,42.27223,-71.84951,Worcester,MA,Massachusetts,Worcester,America/New_York
1603,42.24406,-71.84445,Worcester,MA,Massachusetts,Worcester,America/New_York
1604,42.25146,-71.76773,Worcester,MA,Massachusetts,Worcester,America/New_York
1605,42.28947,-71.78751,Worcester,MA,Massachusetts,Worcester,America/New_York
1606,42.31444,-71.79556,Worcester,MA,Massachusetts,Worcester,America/New_York
1607,42.22748,-71.78877,Worcester,MA,Massachusetts,Worcester,America/New_York
1608,42.26185,-71.80162,Worcester,MA,Massachusetts,Worcester,America/New_York
1609,42.28645,-71.82895,Worcester,MA,Massachusetts,Worcester,America/New_York
1610,42.24674,-71.80966,Worcester,MA,Massachusetts,Worcester,America/New_York
1611,42.23829,-71.87726,Cherry Valley,MA,Massachusetts,Worcester,America/New_York
1612,42.31035,-71.93077,Paxton,MA,Massachusetts,Worcester,America/New_York
1701,42.32174,-71.43817,Framingham,MA,Massachusetts,Middlesex,America/New_York
1702,42.28217,-71.43387,Framingham,MA,Massachusetts,Middlesex,America/New_York
1718,42.51973,-71.42939,Acton,MA,Massachusetts,Middlesex,America/New_York
1719,42.48836,-71.51782,Boxborough,MA,Massachusetts,Middlesex,America/New_York
1720,42.48417,-71.43805,Acton,MA,Massachusetts,Middlesex,America/New_York
1721,42.25729,-71.46866,Ashland,MA,Massachusetts,Middlesex,America/New_York
1730,42.49697,-71.27834,Bedford,MA,Massachusetts,Middlesex,America/New_York
1731,42.45675,-71.27952,Hanscom Afb,MA,Massachusetts,Middlesex,America/New_York
1740,42.43616,-71.60728,Bolton,MA,Massachusetts,Worcester,America/New_York
1741,42.53001,-71.35128,Carlisle,MA,Massachusetts,Middlesex,America/New_York
1742,42.46225,-71.36424,Concord,MA,Massachusetts,Middlesex,America/New_York
1745,42.29204,-71.5013,Fayville,MA,Massachusetts,Worcester,America/New_York
1746,42.19775,-71.44499,Holliston,MA,Massachusetts,Middlesex,America/New_York
1747,42.1248,-71.53508,Hopedale,MA,Massachusetts,Worcester,America/New_York
1748,42.2255,-71.53779,Hopkinton,MA,Massachusetts,Middlesex,America/New_York
1749,42.38868,-71.54647,Hudson,MA,Massachusetts,Middlesex,America/New_York
1752,42.3494,-71.54681,Marlborough,MA,Massachusetts,Middlesex,America/New_York
1754,42.4264,-71.45612,Maynard,MA,Massachusetts,Middlesex,America/New_York
1756,42.09302,-71.55148,Mendon,MA,Massachusetts,Worcester,America/New_York
1757,42.15678,-71.51911,Milford,MA,Massachusetts,Worcester,America/New_York
1760,42.28434,-71.34983,Natick,MA,Massachusetts,Middlesex,America/New_York
1770,42.23414,-71.37532,Sherborn,MA,Massachusetts,Middlesex,America/New_York
1772,42.30144,-71.53042,Southborough,MA,Massachusetts,Worcester,America/New_York
1773,42.4252,-71.31039,Lincoln,MA,Massachusetts,Middlesex,America/New_York
1775,42.42983,-71.51148,Stow,MA,Massachusetts,Middlesex,America/New_York
1776,42.38473,-71.4234,Sudbury,MA,Massachusetts,Middlesex,America/New_York
1778,42.35829,-71.35918,Wayland,MA,Massachusetts,Middlesex,America/New_York
1801,42.487,-71.15426,Woburn,MA,Massachusetts,Middlesex,America/New_York
1803,42.50216,-71.20257,Burlington,MA,Massachusetts,Middlesex,America/New_York
1810,42.64655,-71.16505,Andover,MA,Massachusetts,Essex,America/New_York
1821,42.55017,-71.25217,Billerica,MA,Massachusetts,Middlesex,America/New_York
1824,42.59114,-71.35564,Chelmsford,MA,Massachusetts,Middlesex,America/New_York
1826,42.68314,-71.30061,Dracut,MA,Massachusetts,Middlesex,America/New_York
1827,42.67642,-71.5005,Dunstable,MA,Massachusetts,Middlesex,America/New_York
1830,42.79591,-71.05314,Haverhill,MA,Massachusetts,Essex,America/New_York
1832,42.79103,-71.13131,Haverhill,MA,Massachusetts,Essex,America/New_York
1833,42.72401,-70.9821,Georgetown,MA,Massachusetts,Essex,America/New_York
1834,42.75199,-71.01486,Groveland,MA,Massachusetts,Essex,America/New_York
1835,42.75293,-71.08594,Haverhill,MA,Massachusetts,Essex,America/New_York
1840,42.70688,-71.1601,Lawrence,MA,Massachusetts,Essex,America/New_York
1841,42.71083,-71.1651,Lawrence,MA,Massachusetts,Essex,America/New_York
1843,42.68984,-71.16097,Lawrence,MA,Massachusetts,Essex,America/New_York
1844,42.73401,-71.18889,Methuen,MA,Massachusetts,Essex,America/New_York
1845,42.67135,-71.08653,North Andover,MA,Massachusetts,Essex,America/New_York
1850,42.65569,-71.30292,Lowell,MA,Massachusetts,Middlesex,America/New_York
1851,42.62813,-71.33566,Lowell,MA,Massachusetts,Middlesex,America/New_York
1852,42.63232,-71.29538,Lowell,MA,Massachusetts,Middlesex,America/New_York
1854,42.64907,-71.34805,Lowell,MA,Massachusetts,Middlesex,America/New_York
1860,42.83857,-71.01192,Merrimac,MA,Massachusetts,Essex,America/New_York
1862,42.57487,-71.29344,North Billerica,MA,Massachusetts,Middlesex,America/New_York
1863,42.63242,-71.39059,North Chelmsford,MA,Massachusetts,Middlesex,America/New_York
1864,42.58156,-71.08755,North Reading,MA,Massachusetts,Middlesex,America/New_York
1867,42.53507,-71.10555,Reading,MA,Massachusetts,Middlesex,America/New_York
1876,42.61224,-71.22746,Tewksbury,MA,Massachusetts,Middlesex,America/New_York
1879,42.66638,-71.42869,Tyngsboro,MA,Massachusetts,Middlesex,America/New_York
1880,42.50222,-71.06702,Wakefield,MA,Massachusetts,Middlesex,America/New_York
1886,42.58642,-71.44008,Westford,MA,Massachusetts,Middlesex,America/New_York
1887,42.56099,-71.16545,Wilmington,MA,Massachusetts,Middlesex,America/New_York
1890,42.4518,-71.1463,Winchester,MA,Massachusetts,Middlesex,America/New_York
1901,42.46102,-70.94656,Lynn,MA,Massachusetts,Essex,America/New_York
1902,42.47085,-70.93991,Lynn,MA,Massachusetts,Essex,America/New_York
1904,42.49155,-70.97275,Lynn,MA,Massachusetts,Essex,America/New_York
1905,42.46614,-70.97589,Lynn,MA,Massachusetts,Essex,America/New_York
1906,42.46799,-71.01441,Saugus,MA,Massachusetts,Essex,America/New_York
1907,42.47583,-70.90673,Swampscott,MA,Massachusetts,Essex,America/New_York
1908,42.42978,-70.92729,Nahant,MA,Massachusetts,Essex,America/New_York
1913,42.85296,-70.94458,Amesbury,MA,Massachusetts,Essex,America/New_York
1915,42.5681,-70.86273,Beverly,MA,Massachusetts,Essex,America/New_York
1921,42.68152,-71.01897,Boxford,MA,Massachusetts,Essex,America/New_York
1922,42.75872,-70.91448,Byfield,MA,Massachusetts,Essex,America/New_York
1923,42.57399,-70.94926,Danvers,MA,Massachusetts,Essex,America/New_York
1929,42.63474,-70.77689,Essex,MA,Massachusetts,Essex,America/New_York
1930,42.62589,-70.68968,Gloucester,MA,Massachusetts,Essex,America/New_York
1937,42.58573,-70.98403,Hathorne,MA,Massachusetts,Essex,America/New_York
1938,42.68365,-70.84325,Ipswich,MA,Massachusetts,Essex,America/New_York
1940,42.53456,-71.03757,Lynnfield,MA,Massachusetts,Essex,America/New_York
1944,42.58154,-70.76825,Manchester,MA,Massachusetts,Essex,America/New_York
1945,42.49911,-70.86368,Marblehead,MA,Massachusetts,Essex,America/New_York
1949,42.60432,-71.01642,Middleton,MA,Massachusetts,Essex,America/New_York
1950,42.81237,-70.88787,Newburyport,MA,Massachusetts,Essex,America/New_York
1951,42.77803,-70.84977,Newbury,MA,Massachusetts,Essex,America/New_York
1952,42.84654,-70.86162,Salisbury,MA,Massachusetts,Essex,America/New_York
1960,42.53372,-70.97223,Peabody,MA,Massachusetts,Essex,America/New_York
1966,42.65435,-70.6222,Rockport,MA,Massachusetts,Essex,America/New_York
1969,42.72121,-70.89293,Rowley,MA,Massachusetts,Essex,America/New_York
1970,42.5126,-70.90376,Salem,MA,Massachusetts,Essex,America/New_York
1982,42.62676,-70.85795,South Hamilton,MA,Massachusetts,Essex,America/New_York
1983,42.63728,-70.94257,Topsfield,MA,Massachusetts,Essex,America/New_York
1984,42.60083,-70.88251,Wenham,MA,Massachusetts,Essex,America/New_York
1985,42.79391,-70.96907,West Newbury,MA,Massachusetts,Essex,America/New_York
2019,42.07773,-71.47408,Bellingham,MA,Massachusetts,Norfolk,America/New_York
2021,42.17514,-71.12656,Canton,MA,Massachusetts,Norfolk,America/New_York
2025,42.23604,-70.81903,Cohasset,MA,Massachusetts,Norfolk,America/New_York
2026,42.24671,-71.17777,Dedham,MA,Massachusetts,Norfolk,America/New_York
2030,42.23663,-71.28418,Dover,MA,Massachusetts,Norfolk,America/New_York
2032,42.15491,-71.21548,East Walpole,MA,Massachusetts,Norfolk,America/New_York
2035,42.06266,-71.24613,Foxboro,MA,Massachusetts,Norfolk,America/New_York
2038,42.08623,-71.41127,Franklin,MA,Massachusetts,Norfolk,America/New_York
2043,42.21678,-70.88499,Hingham,MA,Massachusetts,Plymouth,America/New_York
2045,42.28436,-70.88269,Hull,MA,Massachusetts,Plymouth,America/New_York
2047,42.13346,-70.68674,Humarock,MA,Massachusetts,Plymouth,America/New_York
2048,42.01626,-71.21868,Mansfield,MA,Massachusetts,Bristol,America/New_York
2050,42.11488,-70.71476,Marshfield,MA,Massachusetts,Plymouth,America/New_York
2052,42.18481,-71.305,Medfield,MA,Massachusetts,Norfolk,America/New_York
2053,42.15352,-71.42904,Medway,MA,Massachusetts,Norfolk,America/New_York
2054,42.16933,-71.36255,Millis,MA,Massachusetts,Norfolk,America/New_York
2056,42.11637,-71.32963,Norfolk,MA,Massachusetts,Norfolk,America/New_York
2061,42.16074,-70.81774,Norwell,MA,Massachusetts,Plymouth,America/New_York
2062,42.18604,-71.19492,Norwood,MA,Massachusetts,Norfolk,America/New_York
2066,42.20146,-70.76181,Scituate,MA,Massachusetts,Plymouth,America/New_York
2067,42.10811,-71.18143,Sharon,MA,Massachusetts,Norfolk,America/New_York
2071,42.10278,-71.27208,South Walpole,MA,Massachusetts,Norfolk,America/New_York
2072,42.11922,-71.10188,Stoughton,MA,Massachusetts,Norfolk,America/New_York
2081,42.14651,-71.25883,Walpole,MA,Massachusetts,Norfolk,America/New_York
2090,42.22025,-71.21068,Westwood,MA,Massachusetts,Norfolk,America/New_York
2093,42.0513,-71.35522,Wrentham,MA,Massachusetts,Norfolk,America/New_York
2108,42.35767,-71.06505,Boston,MA,Massachusetts,Suffolk,America/New_York
2109,42.36474,-71.05301,Boston,MA,Massachusetts,Suffolk,America/New_York
2110,42.35831,-71.05175,Boston,MA,Massachusetts,Suffolk,America/New_York
2111,42.35007,-71.05911,Boston,MA,Massachusetts,Suffolk,America/New_York
2113,42.36542,-71.0554,Boston,MA,Massachusetts,Suffolk,America/New_York
2114,42.36316,-71.06732,Boston,MA,Massachusetts,Suffolk,America/New_York
2115,42.34108,-71.09458,Boston,MA,Massachusetts,Suffolk,America/New_York
2116,42.3506,-71.07566,Boston,MA,Massachusetts,Suffolk,America/New_York
2118,42.33818,-71.07072,Boston,MA,Massachusetts,Suffolk,America/New_York
2119,42.3241,-71.08483,Roxbury,MA,Massachusetts,Suffolk,America/New_York
2120,42.3321,-71.09637,Roxbury Crossing,MA,Massachusetts,Suffolk,America/New_York
